"P1","P2","P3","P4","P5","Gold","Silver","Bronze","TotalScore","MedalCount","VT","FX","HB","PB","PH","SR"
"walker_colt","hong_asher","loos_riley","phillips_curran","skirkey_ian",0,0,0,23,0,"walker_colt, phillips_curran, hong_asher, loos_riley","walker_colt, skirkey_ian, phillips_curran, hong_asher","walker_colt, skirkey_ian, phillips_curran, loos_riley","skirkey_ian, walker_colt, loos_riley, hong_asher","loos_riley, skirkey_ian, hong_asher, phillips_curran","loos_riley, skirkey_ian, hong_asher, walker_colt"
"walker_colt","moldauer_yul","richard_frederick","loos_riley","skirkey_ian",0,0,0,23,0,"loos_riley, skirkey_ian, walker_colt, richard_frederick","moldauer_yul, richard_frederick, loos_riley, skirkey_ian","walker_colt, skirkey_ian, richard_frederick, moldauer_yul","moldauer_yul, richard_frederick, skirkey_ian, loos_riley","loos_riley, richard_frederick, skirkey_ian, walker_colt","skirkey_ian, walker_colt, moldauer_yul, richard_frederick"
"walker_colt","loos_riley","malone_brody","nedoroscik_stephen","skirkey_ian",0,0,0,23,0,"skirkey_ian, nedoroscik_stephen, malone_brody, loos_riley","skirkey_ian, walker_colt, loos_riley, malone_brody","walker_colt, loos_riley, skirkey_ian, malone_brody","nedoroscik_stephen, skirkey_ian, loos_riley, malone_brody","nedoroscik_stephen, skirkey_ian, loos_riley, malone_brody","loos_riley, malone_brody, walker_colt, skirkey_ian"
"christopulos_taylor_troy","karnes_joshua_andrew","hong_asher","moldauer_yul","richard_frederick",0,0,1,23,0,"christopulos_taylor_troy, richard_frederick, moldauer_yul, hong_asher","christopulos_taylor_troy, hong_asher, richard_frederick, karnes_joshua_andrew","richard_frederick, hong_asher, moldauer_yul, christopulos_taylor_troy","christopulos_taylor_troy, moldauer_yul, richard_frederick, karnes_joshua_andrew","karnes_joshua_andrew, richard_frederick, hong_asher, moldauer_yul","richard_frederick, karnes_joshua_andrew, christopulos_taylor_troy, moldauer_yul"
"christopulos_taylor_troy","karnes_joshua_andrew","hong_asher","loos_riley","whittenburg_donnell",0,0,1,23,0,"hong_asher, christopulos_taylor_troy, loos_riley, karnes_joshua_andrew","whittenburg_donnell, christopulos_taylor_troy, hong_asher, loos_riley","whittenburg_donnell, christopulos_taylor_troy, loos_riley, karnes_joshua_andrew","karnes_joshua_andrew, loos_riley, hong_asher, whittenburg_donnell","hong_asher, whittenburg_donnell, loos_riley, christopulos_taylor_troy","karnes_joshua_andrew, whittenburg_donnell, hong_asher, loos_riley"
"christopulos_taylor_troy","karnes_joshua_andrew","hong_asher","nedoroscik_stephen","skirkey_ian",0,0,0,23,0,"skirkey_ian, christopulos_taylor_troy, nedoroscik_stephen, hong_asher","skirkey_ian, hong_asher, christopulos_taylor_troy, karnes_joshua_andrew","skirkey_ian, karnes_joshua_andrew, christopulos_taylor_troy, nedoroscik_stephen","hong_asher, skirkey_ian, christopulos_taylor_troy, karnes_joshua_andrew","skirkey_ian, karnes_joshua_andrew, hong_asher, christopulos_taylor_troy","nedoroscik_stephen, christopulos_taylor_troy, skirkey_ian, hong_asher"
"christopulos_taylor_troy","hong_asher","wiskus_shane","phillips_curran","skirkey_ian",0,0,0,23,0,"phillips_curran, hong_asher, christopulos_taylor_troy, skirkey_ian","phillips_curran, hong_asher, skirkey_ian, christopulos_taylor_troy","hong_asher, skirkey_ian, phillips_curran, wiskus_shane","phillips_curran, christopulos_taylor_troy, wiskus_shane, skirkey_ian","phillips_curran, christopulos_taylor_troy, wiskus_shane, skirkey_ian","skirkey_ian, phillips_curran, christopulos_taylor_troy, hong_asher"
"christopulos_taylor_troy","hong_asher","loos_riley","malone_brody","nedoroscik_stephen",0,0,0,23,0,"malone_brody, christopulos_taylor_troy, loos_riley, nedoroscik_stephen","nedoroscik_stephen, christopulos_taylor_troy, hong_asher, malone_brody","hong_asher, malone_brody, loos_riley, christopulos_taylor_troy","loos_riley, christopulos_taylor_troy, hong_asher, malone_brody","hong_asher, nedoroscik_stephen, malone_brody, loos_riley","hong_asher, loos_riley, christopulos_taylor_troy, nedoroscik_stephen"
"christopulos_taylor_troy","hong_asher","loos_riley","malone_brody","skirkey_ian",0,0,1,23,0,"skirkey_ian, malone_brody, loos_riley, christopulos_taylor_troy","loos_riley, christopulos_taylor_troy, malone_brody, hong_asher","malone_brody, skirkey_ian, loos_riley, hong_asher","christopulos_taylor_troy, skirkey_ian, loos_riley, malone_brody","malone_brody, hong_asher, christopulos_taylor_troy, loos_riley","christopulos_taylor_troy, skirkey_ian, loos_riley, hong_asher"
"christopulos_taylor_troy","moldauer_yul","wiskus_shane","loos_riley","whittenburg_donnell",0,0,0,23,0,"wiskus_shane, christopulos_taylor_troy, moldauer_yul, loos_riley","whittenburg_donnell, wiskus_shane, loos_riley, christopulos_taylor_troy","moldauer_yul, whittenburg_donnell, wiskus_shane, loos_riley","moldauer_yul, christopulos_taylor_troy, wiskus_shane, loos_riley","loos_riley, whittenburg_donnell, moldauer_yul, christopulos_taylor_troy","moldauer_yul, whittenburg_donnell, loos_riley, wiskus_shane"
"christopulos_taylor_troy","moldauer_yul","malone_brody","phillips_curran","whittenburg_donnell",0,0,0,23,0,"whittenburg_donnell, malone_brody, phillips_curran, moldauer_yul","phillips_curran, whittenburg_donnell, moldauer_yul, christopulos_taylor_troy","malone_brody, christopulos_taylor_troy, whittenburg_donnell, phillips_curran","christopulos_taylor_troy, phillips_curran, moldauer_yul, whittenburg_donnell","moldauer_yul, christopulos_taylor_troy, phillips_curran, whittenburg_donnell","phillips_curran, whittenburg_donnell, christopulos_taylor_troy, moldauer_yul"
"christopulos_taylor_troy","loos_riley","malone_brody","nedoroscik_stephen","skirkey_ian",0,0,1,23,0,"skirkey_ian, christopulos_taylor_troy, loos_riley, malone_brody","malone_brody, nedoroscik_stephen, skirkey_ian, christopulos_taylor_troy","nedoroscik_stephen, loos_riley, christopulos_taylor_troy, skirkey_ian","loos_riley, malone_brody, christopulos_taylor_troy, skirkey_ian","malone_brody, christopulos_taylor_troy, skirkey_ian, nedoroscik_stephen","loos_riley, malone_brody, nedoroscik_stephen, christopulos_taylor_troy"
"karnes_joshua_andrew","hong_asher","wiskus_shane","nedoroscik_stephen","whittenburg_donnell",0,0,1,23,0,"wiskus_shane, hong_asher, whittenburg_donnell, karnes_joshua_andrew","karnes_joshua_andrew, hong_asher, whittenburg_donnell, wiskus_shane","wiskus_shane, nedoroscik_stephen, karnes_joshua_andrew, whittenburg_donnell","karnes_joshua_andrew, hong_asher, wiskus_shane, nedoroscik_stephen","karnes_joshua_andrew, wiskus_shane, whittenburg_donnell, nedoroscik_stephen","hong_asher, nedoroscik_stephen, karnes_joshua_andrew, whittenburg_donnell"
"karnes_joshua_andrew","hong_asher","loos_riley","malone_brody","whittenburg_donnell",0,0,0,23,0,"loos_riley, malone_brody, karnes_joshua_andrew, whittenburg_donnell","karnes_joshua_andrew, whittenburg_donnell, malone_brody, loos_riley","hong_asher, malone_brody, karnes_joshua_andrew, loos_riley","karnes_joshua_andrew, malone_brody, hong_asher, loos_riley","whittenburg_donnell, malone_brody, karnes_joshua_andrew, hong_asher","hong_asher, karnes_joshua_andrew, whittenburg_donnell, malone_brody"
"karnes_joshua_andrew","moldauer_yul","wiskus_shane","skirkey_ian","whittenburg_donnell",0,0,1,23,0,"moldauer_yul, skirkey_ian, karnes_joshua_andrew, whittenburg_donnell","skirkey_ian, moldauer_yul, whittenburg_donnell, karnes_joshua_andrew","wiskus_shane, whittenburg_donnell, karnes_joshua_andrew, moldauer_yul","moldauer_yul, skirkey_ian, wiskus_shane, whittenburg_donnell","moldauer_yul, wiskus_shane, karnes_joshua_andrew, skirkey_ian","skirkey_ian, whittenburg_donnell, moldauer_yul, karnes_joshua_andrew"
"karnes_joshua_andrew","wiskus_shane","richard_frederick","malone_brody","phillips_curran",0,0,1,23,0,"phillips_curran, richard_frederick, karnes_joshua_andrew, malone_brody","phillips_curran, karnes_joshua_andrew, wiskus_shane, malone_brody","richard_frederick, malone_brody, wiskus_shane, karnes_joshua_andrew","phillips_curran, wiskus_shane, richard_frederick, karnes_joshua_andrew","karnes_joshua_andrew, richard_frederick, wiskus_shane, malone_brody","richard_frederick, phillips_curran, malone_brody, karnes_joshua_andrew"
"karnes_joshua_andrew","richard_frederick","loos_riley","phillips_curran","skirkey_ian",0,0,0,23,0,"karnes_joshua_andrew, richard_frederick, phillips_curran, skirkey_ian","karnes_joshua_andrew, richard_frederick, phillips_curran, loos_riley","loos_riley, skirkey_ian, richard_frederick, karnes_joshua_andrew","phillips_curran, loos_riley, richard_frederick, skirkey_ian","karnes_joshua_andrew, skirkey_ian, richard_frederick, loos_riley","loos_riley, karnes_joshua_andrew, richard_frederick, phillips_curran"
"hong_asher","moldauer_yul","wiskus_shane","nedoroscik_stephen","skirkey_ian",0,0,0,23,0,"hong_asher, skirkey_ian, moldauer_yul, nedoroscik_stephen","moldauer_yul, wiskus_shane, hong_asher, skirkey_ian","moldauer_yul, hong_asher, wiskus_shane, skirkey_ian","hong_asher, skirkey_ian, moldauer_yul, wiskus_shane","wiskus_shane, hong_asher, skirkey_ian, nedoroscik_stephen","moldauer_yul, skirkey_ian, nedoroscik_stephen, wiskus_shane"
"hong_asher","wiskus_shane","richard_frederick","skirkey_ian","whittenburg_donnell",0,0,0,23,0,"whittenburg_donnell, richard_frederick, wiskus_shane, hong_asher","wiskus_shane, skirkey_ian, whittenburg_donnell, richard_frederick","hong_asher, whittenburg_donnell, skirkey_ian, wiskus_shane","skirkey_ian, hong_asher, whittenburg_donnell, richard_frederick","whittenburg_donnell, skirkey_ian, richard_frederick, hong_asher","wiskus_shane, skirkey_ian, hong_asher, richard_frederick"
"hong_asher","wiskus_shane","loos_riley","nedoroscik_stephen","whittenburg_donnell",0,0,0,23,0,"hong_asher, loos_riley, nedoroscik_stephen, whittenburg_donnell","hong_asher, wiskus_shane, whittenburg_donnell, loos_riley","whittenburg_donnell, wiskus_shane, nedoroscik_stephen, hong_asher","hong_asher, loos_riley, nedoroscik_stephen, wiskus_shane","hong_asher, wiskus_shane, whittenburg_donnell, nedoroscik_stephen","loos_riley, whittenburg_donnell, wiskus_shane, hong_asher"
"hong_asher","loos_riley","malone_brody","phillips_curran","skirkey_ian",0,0,0,23,0,"skirkey_ian, phillips_curran, loos_riley, hong_asher","skirkey_ian, hong_asher, phillips_curran, malone_brody","loos_riley, phillips_curran, hong_asher, skirkey_ian","loos_riley, skirkey_ian, malone_brody, phillips_curran","hong_asher, malone_brody, phillips_curran, loos_riley","phillips_curran, loos_riley, hong_asher, malone_brody"
"moldauer_yul","wiskus_shane","malone_brody","phillips_curran","skirkey_ian",0,0,0,23,0,"wiskus_shane, moldauer_yul, malone_brody, phillips_curran","phillips_curran, skirkey_ian, moldauer_yul, wiskus_shane","skirkey_ian, wiskus_shane, malone_brody, moldauer_yul","skirkey_ian, moldauer_yul, wiskus_shane, malone_brody","malone_brody, moldauer_yul, phillips_curran, wiskus_shane","wiskus_shane, malone_brody, skirkey_ian, moldauer_yul"
"moldauer_yul","loos_riley","phillips_curran","nedoroscik_stephen","skirkey_ian",0,0,1,23,0,"phillips_curran, skirkey_ian, nedoroscik_stephen, loos_riley","nedoroscik_stephen, skirkey_ian, moldauer_yul, loos_riley","nedoroscik_stephen, moldauer_yul, phillips_curran, skirkey_ian","loos_riley, skirkey_ian, phillips_curran, nedoroscik_stephen","loos_riley, nedoroscik_stephen, moldauer_yul, phillips_curran","skirkey_ian, loos_riley, phillips_curran, nedoroscik_stephen"
"blixt_landen_paul","walker_colt","hong_asher","loos_riley","phillips_curran",0,0,1,22,0,"loos_riley, hong_asher, walker_colt, phillips_curran","phillips_curran, blixt_landen_paul, loos_riley, hong_asher","hong_asher, walker_colt, loos_riley, phillips_curran","hong_asher, walker_colt, phillips_curran, loos_riley","walker_colt, phillips_curran, loos_riley, hong_asher","loos_riley, blixt_landen_paul, phillips_curran, walker_colt"
"blixt_landen_paul","christopulos_taylor_troy","karnes_joshua_andrew","richard_frederick","whittenburg_donnell",0,0,1,22,0,"blixt_landen_paul, whittenburg_donnell, christopulos_taylor_troy, karnes_joshua_andrew","blixt_landen_paul, karnes_joshua_andrew, christopulos_taylor_troy, richard_frederick","whittenburg_donnell, karnes_joshua_andrew, christopulos_taylor_troy, blixt_landen_paul","christopulos_taylor_troy, blixt_landen_paul, whittenburg_donnell, richard_frederick","whittenburg_donnell, christopulos_taylor_troy, karnes_joshua_andrew, blixt_landen_paul","richard_frederick, christopulos_taylor_troy, whittenburg_donnell, blixt_landen_paul"
"blixt_landen_paul","christopulos_taylor_troy","moldauer_yul","nedoroscik_stephen","skirkey_ian",0,0,0,22,0,"christopulos_taylor_troy, nedoroscik_stephen, blixt_landen_paul, skirkey_ian","christopulos_taylor_troy, nedoroscik_stephen, moldauer_yul, skirkey_ian","moldauer_yul, blixt_landen_paul, skirkey_ian, nedoroscik_stephen","nedoroscik_stephen, moldauer_yul, skirkey_ian, christopulos_taylor_troy","nedoroscik_stephen, christopulos_taylor_troy, blixt_landen_paul, skirkey_ian","christopulos_taylor_troy, moldauer_yul, skirkey_ian, blixt_landen_paul"
"blixt_landen_paul","christopulos_taylor_troy","wiskus_shane","loos_riley","phillips_curran",0,0,1,22,0,"wiskus_shane, phillips_curran, loos_riley, christopulos_taylor_troy","phillips_curran, wiskus_shane, christopulos_taylor_troy, blixt_landen_paul","wiskus_shane, christopulos_taylor_troy, loos_riley, blixt_landen_paul","loos_riley, christopulos_taylor_troy, phillips_curran, blixt_landen_paul","loos_riley, christopulos_taylor_troy, wiskus_shane, phillips_curran","wiskus_shane, phillips_curran, christopulos_taylor_troy, loos_riley"
"blixt_landen_paul","karnes_joshua_andrew","moldauer_yul","phillips_curran","nedoroscik_stephen",0,0,0,22,0,"nedoroscik_stephen, phillips_curran, karnes_joshua_andrew, blixt_landen_paul","nedoroscik_stephen, moldauer_yul, phillips_curran, karnes_joshua_andrew","moldauer_yul, phillips_curran, blixt_landen_paul, nedoroscik_stephen","blixt_landen_paul, moldauer_yul, nedoroscik_stephen, phillips_curran","moldauer_yul, nedoroscik_stephen, phillips_curran, karnes_joshua_andrew","moldauer_yul, phillips_curran, blixt_landen_paul, nedoroscik_stephen"
"blixt_landen_paul","karnes_joshua_andrew","wiskus_shane","loos_riley","whittenburg_donnell",0,0,1,22,0,"wiskus_shane, blixt_landen_paul, loos_riley, whittenburg_donnell","whittenburg_donnell, loos_riley, karnes_joshua_andrew, wiskus_shane","wiskus_shane, loos_riley, karnes_joshua_andrew, blixt_landen_paul","wiskus_shane, whittenburg_donnell, karnes_joshua_andrew, blixt_landen_paul","loos_riley, whittenburg_donnell, wiskus_shane, karnes_joshua_andrew","blixt_landen_paul, loos_riley, whittenburg_donnell, wiskus_shane"
"blixt_landen_paul","karnes_joshua_andrew","malone_brody","nedoroscik_stephen","whittenburg_donnell",0,0,1,22,0,"nedoroscik_stephen, whittenburg_donnell, malone_brody, blixt_landen_paul","karnes_joshua_andrew, malone_brody, nedoroscik_stephen, blixt_landen_paul","karnes_joshua_andrew, blixt_landen_paul, nedoroscik_stephen, malone_brody","whittenburg_donnell, nedoroscik_stephen, karnes_joshua_andrew, malone_brody","blixt_landen_paul, malone_brody, whittenburg_donnell, karnes_joshua_andrew","blixt_landen_paul, karnes_joshua_andrew, whittenburg_donnell, malone_brody"
"blixt_landen_paul","hong_asher","moldauer_yul","richard_frederick","skirkey_ian",0,0,1,22,0,"hong_asher, moldauer_yul, skirkey_ian, richard_frederick","blixt_landen_paul, richard_frederick, moldauer_yul, hong_asher","hong_asher, moldauer_yul, richard_frederick, blixt_landen_paul","moldauer_yul, hong_asher, richard_frederick, skirkey_ian","blixt_landen_paul, hong_asher, richard_frederick, skirkey_ian","hong_asher, moldauer_yul, richard_frederick, blixt_landen_paul"
"blixt_landen_paul","hong_asher","wiskus_shane","loos_riley","whittenburg_donnell",0,0,1,22,0,"blixt_landen_paul, hong_asher, wiskus_shane, loos_riley","hong_asher, blixt_landen_paul, whittenburg_donnell, loos_riley","blixt_landen_paul, wiskus_shane, whittenburg_donnell, loos_riley","hong_asher, loos_riley, wiskus_shane, blixt_landen_paul","hong_asher, wiskus_shane, whittenburg_donnell, blixt_landen_paul","whittenburg_donnell, hong_asher, loos_riley, blixt_landen_paul"
"blixt_landen_paul","hong_asher","loos_riley","malone_brody","phillips_curran",0,0,0,22,0,"hong_asher, phillips_curran, malone_brody, blixt_landen_paul","malone_brody, hong_asher, phillips_curran, blixt_landen_paul","blixt_landen_paul, phillips_curran, loos_riley, hong_asher","malone_brody, phillips_curran, loos_riley, blixt_landen_paul","malone_brody, hong_asher, phillips_curran, blixt_landen_paul","malone_brody, hong_asher, loos_riley, blixt_landen_paul"
"blixt_landen_paul","hong_asher","nedoroscik_stephen","skirkey_ian","whittenburg_donnell",0,0,1,22,0,"whittenburg_donnell, skirkey_ian, blixt_landen_paul, nedoroscik_stephen","whittenburg_donnell, blixt_landen_paul, hong_asher, nedoroscik_stephen","nedoroscik_stephen, skirkey_ian, whittenburg_donnell, hong_asher","blixt_landen_paul, nedoroscik_stephen, whittenburg_donnell, hong_asher","hong_asher, whittenburg_donnell, blixt_landen_paul, skirkey_ian","skirkey_ian, whittenburg_donnell, hong_asher, nedoroscik_stephen"
"blixt_landen_paul","wiskus_shane","phillips_curran","skirkey_ian","whittenburg_donnell",0,0,0,22,0,"wiskus_shane, skirkey_ian, phillips_curran, blixt_landen_paul","phillips_curran, wiskus_shane, skirkey_ian, whittenburg_donnell","blixt_landen_paul, whittenburg_donnell, wiskus_shane, phillips_curran","blixt_landen_paul, whittenburg_donnell, phillips_curran, skirkey_ian","wiskus_shane, blixt_landen_paul, phillips_curran, skirkey_ian","wiskus_shane, blixt_landen_paul, skirkey_ian, whittenburg_donnell"
"blixt_landen_paul","richard_frederick","malone_brody","nedoroscik_stephen","skirkey_ian",0,0,0,22,0,"blixt_landen_paul, nedoroscik_stephen, richard_frederick, skirkey_ian","richard_frederick, nedoroscik_stephen, malone_brody, blixt_landen_paul","blixt_landen_paul, malone_brody, richard_frederick, skirkey_ian","nedoroscik_stephen, skirkey_ian, richard_frederick, blixt_landen_paul","blixt_landen_paul, malone_brody, nedoroscik_stephen, skirkey_ian","richard_frederick, blixt_landen_paul, nedoroscik_stephen, skirkey_ian"
