"LastName","FirstName","Gender","Country","Date","Competition","Round","Location","Apparatus","Rank","D_Score","E_Score","Penalty","Score","ID","FullName"
"tarhan","bilge","w","TUR",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","VT",7,4,8.733,NA,12.733,"tarhan_bilge","Bilge Tarhan"
"tarhan","bilge","w","TUR",2023-03-09,"World Cup","qual","Baku, Azerbaijan","BB",36,5.3,5.566,0.1,10.766,"tarhan_bilge","Bilge Tarhan"
"tarhan","bilge","w","TUR",2023-03-09,"World Cup","final","Baku, Azerbaijan","VT",4,4.2,8.7,NA,12.9,"tarhan_bilge","Bilge Tarhan"
"tarhan","bilge","w","TUR",2023-03-09,"World Cup","qual","Baku, Azerbaijan","VT",4,4.2,8.8,NA,13,"tarhan_bilge","Bilge Tarhan"
"tarhan","bilge","w","TUR",2023-03-09,"World Cup","final","Baku, Azerbaijan","VT",4,4,8.733,NA,12.733,"tarhan_bilge","Bilge Tarhan"
"tarhan","bilge","w","TUR",2023-03-09,"World Cup","qual","Baku, Azerbaijan","VT",4,4,8.566,NA,12.566,"tarhan_bilge","Bilge Tarhan"
"tarhan","bilge","w","TUR",2023-06-08,"2023 Osijek Challenge Cup","qual","Osijek, Croatia.","BB",23,4.4,6.166,NA,10.566,"tarhan_bilge","Bilge Tarhan"
"tarhan","bilge","w","TUR",2023-06-08,"2023 Osijek Challenge Cup","qual","Osijek, Croatia.","FX",14,4.6,7.433,NA,12.033,"tarhan_bilge","Bilge Tarhan"
"tarhan","bilge","w","TUR",2023-06-08,"2023 Osijek Challenge Cup","qual","Osijek, Croatia.","VT",5,4.2,8.633,NA,12.833,"tarhan_bilge","Bilge Tarhan"
"tarhan","bilge","w","TUR",2023-06-08,"2023 Osijek Challenge Cup","final","Osijek, Croatia.","VT",8,4.2,8.633,NA,12.833,"tarhan_bilge","Bilge Tarhan"
"tarhan","bilge","w","TUR",2023-06-08,"2023 Osijek Challenge Cup","qual","Osijek, Croatia.","VT",5,4,8.733,NA,12.733,"tarhan_bilge","Bilge Tarhan"
"tarhan","bilge","w","TUR",2023-06-08,"2023 Osijek Challenge Cup","final","Osijek, Croatia.","VT",8,4,8.433,0.1,12.333,"tarhan_bilge","Bilge Tarhan"
"tay","wei an terry","m","SGP",2022-07-29,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","FX",13,5.5,7.7,0.4,12.8,"tay_wei_an_terry","Wei An Terry Tay"
"tay","wei an terry","m","SGP",2022-07-29,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","VT",13,4,8.95,NA,12.95,"tay_wei_an_terry","Wei An Terry Tay"
"teillers","wout","m","NED",2023-05-25,"2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria","HB",19,5.1,6.45,0,11.55,"teillers_wout","Wout Teillers"
"teillers","wout","m","NED",2023-05-25,"2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria","PB",18,4.7,6.4,0,11.1,"teillers_wout","Wout Teillers"
"teillers","wout johan alexander","m","NED",2023-08-01,"2023 FISU World University Games","qual","Chengdu, China","HB",46,5.3,7.4,NA,12.7,"teillers_wout_johan_alexander","Wout Johan Alexander Teillers"
"teillers","wout johan alexander","m","NED",2023-08-01,"2023 FISU World University Games","qual","Chengdu, China","PB",52,4.7,7.833,NA,12.533,"teillers_wout_johan_alexander","Wout Johan Alexander Teillers"
"teymurova","nazanin","w","AZE",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","BB",96,4.7,5.133,0.1,9.733,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","FX",96,4.6,6.566,NA,11.166,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","UB",81,4.4,6.666,NA,11.066,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","VT",70,4,8.666,NA,12.666,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-05-25,"2023 Varna World Challenge Cup Results","final","Varna, Bulgaria","BB",6,4.7,6.833,0.1,11.43,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-05-25,"2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria","BB",3,4.9,7.933,0.1,12.733,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-05-25,"2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria","FX",9,4.8,7.2,0,12,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-05-25,"2023 Varna World Challenge Cup Results","final","Varna, Bulgaria","VT",4,4,8.9,0,12.9,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-05-25,"2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria","VT",5,4,8.9,0,12.9,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-05-25,"2023 Varna World Challenge Cup Results","final","Varna, Bulgaria","VT",4,3.8,8.9,0,12.7,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-05-25,"2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria","VT",5,3.4,8.6,0,12,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-02-23,"FIG Apparatus World Cup 2023","qual","Cottbus, Germany","BB",37,4.7,6.266,0.1,10.866,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-02-23,"FIG Apparatus World Cup 2023","qual","Cottbus, Germany","FX",11,4.9,7.733,NA,12.633,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-02-23,"FIG Apparatus World Cup 2023","qual","Cottbus, Germany","UB",27,3.6,5.233,NA,8.833,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-02-23,"FIG Apparatus World Cup 2023","qual","Cottbus, Germany","VT",19,0,0,NA,0,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-02-23,"FIG Apparatus World Cup 2023","qual","Cottbus, Germany","VT",19,4,8.7,NA,12.7,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-03-09,"World Cup","qual","Baku, Azerbaijan","BB",26,4.7,6.633,NA,11.333,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-04-27,"World Cup","qual","Cairo, Egypt","BB",11,5.2,6.933,0.1,12.033,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-03-01,"World Cup","qual","Doha, Qatar","BB",11,5.2,7.366,NA,12.566,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-03-09,"World Cup","final","Baku, Azerbaijan","FX",8,4.6,5.366,NA,9.966,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-03-09,"World Cup","qual","Baku, Azerbaijan","FX",5,4.9,7.666,NA,12.566,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-04-27,"World Cup","final","Cairo, Egypt","FX",7,4.7,7.566,NA,12.266,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-04-27,"World Cup","qual","Cairo, Egypt","FX",7,4.7,7.533,NA,12.233,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-03-01,"World Cup","final","Doha, Qatar","FX",8,4.7,7.366,NA,12.066,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-03-01,"World Cup","qual","Doha, Qatar","FX",5,4.7,7.566,NA,12.266,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-04-27,"World Cup","qual","Cairo, Egypt","UB",33,3.5,6.433,NA,9.933,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-04-27,"World Cup","qual","Cairo, Egypt","VT",9,4,8.666,NA,12.666,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-04-27,"World Cup","qual","Cairo, Egypt","VT",9,3.8,8.7,NA,12.5,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","VT",13,3.4,8.533,NA,11.933,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-03-01,"World Cup","qual","Doha, Qatar","VT",13,4,8.533,NA,12.533,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-03-01,"World Cup","qual","Doha, Qatar","VT",13,3.8,8.566,NA,12.366,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-03-09,"World Cup","qual","Baku, Azerbaijan","VT",10,4,8.833,NA,12.833,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-03-09,"World Cup","qual","Baku, Azerbaijan","VT",10,3.4,8.666,NA,12.066,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-06-01,"2023 Tel Aviv Challenge Cup","qual","Tel Aviv, Israel","BB",14,4.4,6.7,NA,11.1,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-06-01,"2023 Tel Aviv Challenge Cup","final","Tel Aviv, Israel","FX",7,4.6,8,NA,12.6,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-06-01,"2023 Tel Aviv Challenge Cup","qual","Tel Aviv, Israel","FX",4,4.8,8.067,NA,12.867,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-06-01,"2023 Tel Aviv Challenge Cup","qual","Tel Aviv, Israel","VT",12,4,8.2,NA,12.2,"teymurova_nazanin","Nazanin Teymurova"
"teymurova","nazanin","w","AZE",2023-06-01,"2023 Tel Aviv Challenge Cup","qual","Tel Aviv, Israel","VT",12,3.4,8.7,NA,12.1,"teymurova_nazanin","Nazanin Teymurova"
"thorisson","jonas ingi","m","ISL",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",91,5,7.633,NA,12.633,"thorisson_jonas_ingi","Jonas Ingi Thorisson"
"thorisson","jonas ingi","m","ISL",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","HB",116,4.1,7.666,NA,11.766,"thorisson_jonas_ingi","Jonas Ingi Thorisson"
"thorisson","jonas ingi","m","ISL",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PB",117,3.9,8.566,NA,12.466,"thorisson_jonas_ingi","Jonas Ingi Thorisson"
"thorisson","jonas ingi","m","ISL",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PH",128,2.8,7.233,NA,10.033,"thorisson_jonas_ingi","Jonas Ingi Thorisson"
"thorisson","jonas ingi","m","ISL",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","SR",113,3.7,8.2,NA,11.9,"thorisson_jonas_ingi","Jonas Ingi Thorisson"
"thorisson","jonas ingi","m","ISL",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",99,4.8,8.7,NA,13.5,"thorisson_jonas_ingi","Jonas Ingi Thorisson"
"thorisson","jonas ingi","m","ISL",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","FX",79,5,7.733,0.1,12.633,"thorisson_jonas_ingi","Jonas Ingi Thorisson"
"thorisson","jonas ingi","m","ISL",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","HB",87,3.5,8.633,NA,12.133,"thorisson_jonas_ingi","Jonas Ingi Thorisson"
"thorisson","jonas ingi","m","ISL",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","PB",81,3.9,8.633,NA,12.533,"thorisson_jonas_ingi","Jonas Ingi Thorisson"
"thorisson","jonas ingi","m","ISL",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","PH",104,2.8,8.2,0.3,10.7,"thorisson_jonas_ingi","Jonas Ingi Thorisson"
"thorisson","jonas ingi","m","ISL",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","SR",106,3.7,7.5,NA,11.2,"thorisson_jonas_ingi","Jonas Ingi Thorisson"
"thorisson","jonas ingi","m","ISL",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","VT",67,4.8,8.866,NA,13.666,"thorisson_jonas_ingi","Jonas Ingi Thorisson"
"thorisson","jonas ingi","m","ISL",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","FX",36,4.9,8.566,NA,13.466,"thorisson_jonas_ingi","Jonas Ingi Thorisson"
"thorisson","jonas ingi","m","ISL",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","PH",104,3.8,7.733,NA,11.533,"thorisson_jonas_ingi","Jonas Ingi Thorisson"
"thorisson","jonas ingi","m","ISL",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","VT",77,4.8,8.866,NA,13.666,"thorisson_jonas_ingi","Jonas Ingi Thorisson"
"thorisson","jonas","m",NA,2023-06-08,"2023 Osijek Challenge Cup","qual","Osijek, Croatia.","FX",12,5.4,7.95,NA,13.35,"thorisson_jonas","Jonas Thorisson"
"thornton","keira","w","GBR",2022-03-24,"2022 British Gymnastics Championships","qual","Liverpool, England","BB",57,4.3,5.1,0.1,9.3,"thornton_keira","Keira Thornton"
"thornton","keira","w","GBR",2022-03-24,"2022 British Gymnastics Championships","qual","Liverpool, England","FX",15,4.6,7.55,0,12.15,"thornton_keira","Keira Thornton"
"thornton","keira","w","GBR",2022-03-24,"2022 British Gymnastics Championships","qual","Liverpool, England","UB",13,4.1,7.75,0,11.85,"thornton_keira","Keira Thornton"
"thornton","keira","w","GBR",2022-03-24,"2022 British Gymnastics Championships","final","Liverpool, England","VT",5,4.2,8.55,0,12.75,"thornton_keira","Keira Thornton"
"thornton","keira","w","GBR",2022-03-24,"2022 British Gymnastics Championships","qual","Liverpool, England","VT",23,4.2,8.6,0,12.8,"thornton_keira","Keira Thornton"
"thornton","keira","w","GBR",2022-03-24,"2022 British Gymnastics Championships","final","Liverpool, England","VT",5,3.6,9,0,12.6,"thornton_keira","Keira Thornton"
"thornton","keira","w","GBR",2022-03-24,"2022 British Gymnastics Championships","qual","Liverpool, England","VT",23,3.6,9.1,0,12.7,"thornton_keira","Keira Thornton"
"thornton","keira","w","GBR",2023-03-23,"2023 British Gymnastics Championships","final","Liverpool, England","BB",7,4.4,7.9,0.1,12.2,"thornton_keira","Keira Thornton"
"thornton","keira","w","GBR",2023-03-23,"2023 British Gymnastics Championships","qual","Liverpool, England","BB",9,4.5,7.9,0.1,12.3,"thornton_keira","Keira Thornton"
"thornton","keira","w","GBR",2023-03-23,"2023 British Gymnastics Championships","qual","Liverpool, England","FX",24,4.7,6.65,0,11.35,"thornton_keira","Keira Thornton"
"thornton","keira","w","GBR",2023-03-23,"2023 British Gymnastics Championships","qual","Liverpool, England","UB",16,4.5,7.4,0,11.9,"thornton_keira","Keira Thornton"
"thornton","keira","w","GBR",2023-03-23,"2023 British Gymnastics Championships","final","Liverpool, England","VT",3,4.6,NA,0.1,13.4,"thornton_keira","Keira Thornton"
"thornton","keira","w","GBR",2023-03-23,"2023 British Gymnastics Championships","qual","Liverpool, England","VT",4,4.6,NA,0,13.3,"thornton_keira","Keira Thornton"
"thornton","keira","w","GBR",2023-03-23,"2023 British Gymnastics Championships","final","Liverpool, England","VT",3,3.6,NA,0,12.55,"thornton_keira","Keira Thornton"
"thornton","keira","w","GBR",2023-03-23,"2023 British Gymnastics Championships","qual","Liverpool, England","VT",4,3.6,NA,0,12.4,"thornton_keira","Keira Thornton"
"thorpe","heath","m","AUS",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",87,5.2,7.6,0.1,12.7,"thorpe_heath","Heath Thorpe"
"thorpe","heath","m","AUS",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","HB",41,4.9,8.366,NA,13.266,"thorpe_heath","Heath Thorpe"
"thorpe","heath","m","AUS",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PB",109,4.4,8.2,NA,12.6,"thorpe_heath","Heath Thorpe"
"thorpe","heath","m","AUS",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PH",125,3,7.3,NA,10.3,"thorpe_heath","Heath Thorpe"
"thorpe","heath","m","AUS",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","SR",79,4.3,8.4,NA,12.7,"thorpe_heath","Heath Thorpe"
"thorpe","heath","m","AUS",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",20,5.2,9.233,NA,14.433,"thorpe_heath","Heath Thorpe"
"thorpe","heath","m","AUS",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","FX",16,5.7,8.2,NA,13.9,"thorpe_heath","Heath Thorpe"
"thorpe","heath","m","AUS",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","HB",49,4.4,7.15,NA,11.55,"thorpe_heath","Heath Thorpe"
"thorpe","heath","m","AUS",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","PB",45,4.5,8.1,NA,12.6,"thorpe_heath","Heath Thorpe"
"thorpe","heath","m","AUS",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","PH",55,4,4.6,NA,8.6,"thorpe_heath","Heath Thorpe"
"thorpe","heath","m","AUS",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","SR",43,4.3,8.6,NA,12.9,"thorpe_heath","Heath Thorpe"
"thorpe","heath","m","AUS",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","VT",49,5.2,7.45,NA,12.65,"thorpe_heath","Heath Thorpe"
"thorpe","heath","m","AUS",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","VT",49,0,0,NA,0,"thorpe_heath","Heath Thorpe"
"thorpe","heath","m","AUS",2023-05-05,"Oceania Continental Championships 2023","aa","Carrara, Australia","FX",NA,5.7,8.233,0,13.933,"thorpe_heath","Heath Thorpe"
"thorpe","heath","m","AUS",2023-05-05,"Oceania Continental Championships 2023","aa","Carrara, Australia","HB",NA,5,8.633,0,13.633,"thorpe_heath","Heath Thorpe"
"thorpe","heath","m","AUS",2023-05-05,"Oceania Continental Championships 2023","aa","Carrara, Australia","PH",NA,3.2,8.166,0,11.366,"thorpe_heath","Heath Thorpe"
"thorpe","heath","m","AUS",2023-05-05,"Oceania Continental Championships 2023","aa","Carrara, Australia","SR",NA,4.3,8.466,0,12.766,"thorpe_heath","Heath Thorpe"
"thorpe","heath","m","AUS",2023-05-05,"Oceania Continental Championships 2023","aa","Carrara, Australia","VT",NA,4.8,8.866,0,13.666,"thorpe_heath","Heath Thorpe"
"thorsdottir","eythora","w","NED",2021-07-25,"Olympic Games","qual","Tokyo, Japan","BB",57,5,7.333,NA,12.333,"thorsdottir_eythora","Eythora Thorsdottir"
"thorsdottir","eythora","w","NED",2021-07-25,"Olympic Games","qual","Tokyo, Japan","FX",27,5,8.133,NA,13.133,"thorsdottir_eythora","Eythora Thorsdottir"
"thorsdottir","eythora","w","NED",2021-07-25,"Olympic Games","qual","Tokyo, Japan","UB",47,5.5,7.5,NA,13,"thorsdottir_eythora","Eythora Thorsdottir"
"thorsdottir","eythora","w","NED",2021-07-25,"Olympic Games","qual","Tokyo, Japan","VT",21,5.4,9.033,NA,14.433,"thorsdottir_eythora","Eythora Thorsdottir"
"thorsdottir","eythora","w","NED",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","BB",68,5.3,6.366,NA,11.666,"thorsdottir_eythora","Eythora Thorsdottir"
"thorsdottir","eythora","w","NED",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",66,5.2,7.266,NA,12.466,"thorsdottir_eythora","Eythora Thorsdottir"
"thorsdottir","eythora","w","NED",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","UB",21,5.5,8.333,NA,13.833,"thorsdottir_eythora","Eythora Thorsdottir"
"thorsdottir","eythora","w","NED",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",20,5,8.8,NA,13.8,"thorsdottir_eythora","Eythora Thorsdottir"
"thorsdottir","eythora","w","NED",2023-04-11,"2023 Senior European Championships","AAfinal","Antalya, Turkey","BB",9,4.9,8,NA,12.9,"thorsdottir_eythora","Eythora Thorsdottir"
"thorsdottir","eythora","w","NED",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","BB",28,5,7,NA,12,"thorsdottir_eythora","Eythora Thorsdottir"
"thorsdottir","eythora","w","NED",2023-04-11,"2023 Senior European Championships","AAfinal","Antalya, Turkey","FX",7,5.1,7.6,NA,12.7,"thorsdottir_eythora","Eythora Thorsdottir"
"thorsdottir","eythora","w","NED",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","FX",23,4.9,7.7,NA,12.6,"thorsdottir_eythora","Eythora Thorsdottir"
"thorsdottir","eythora","w","NED",2023-04-11,"2023 Senior European Championships","AAfinal","Antalya, Turkey","UB",10,5.5,7.7,NA,13.2,"thorsdottir_eythora","Eythora Thorsdottir"
"thorsdottir","eythora","w","NED",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","UB",14,5.5,8.033,NA,13.533,"thorsdottir_eythora","Eythora Thorsdottir"
"thorsdottir","eythora","w","NED",2023-04-11,"2023 Senior European Championships","AAfinal","Antalya, Turkey","VT",5,5,8.933,NA,13.933,"thorsdottir_eythora","Eythora Thorsdottir"
"thorsdottir","eythora","w","NED",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","VT",8,5,8.866,NA,13.866,"thorsdottir_eythora","Eythora Thorsdottir"
"thorsdottir","eythora","w","NED",2023-03-09,"World Cup","final","Baku, Azerbaijan","UB",6,5.6,7.966,NA,13.566,"thorsdottir_eythora","Eythora Thorsdottir"
"thorsdottir","eythora","w","NED",2023-03-09,"World Cup","qual","Baku, Azerbaijan","UB",4,5.6,7.933,NA,13.533,"thorsdottir_eythora","Eythora Thorsdottir"
"thorsdottir","eythora","w","NED",2023-03-09,"World Cup","qual","Baku, Azerbaijan","VT",5,5,8.733,NA,13.733,"thorsdottir_eythora","Eythora Thorsdottir"
